新闻id,时间,标题,内容,链接
ff344ba78645ca1a,2026-05-22 02:14:02,,伊朗停火预测市场胜率剧烈波动 据 ChainCatcher 报道，预测市场 Polymarket 上关于“伊朗停火是否持续至...？”的子市场“7 月 31 日”选项胜率在一小时内从 38% 飙升至 53.5%，波动幅度达 15.5%。,https://www.binance.com/zh-CN/square/post/325615792106034
f00cea1781e34edc,2026-05-22 02:13:47,,美联储官员巴尔金谈通胀预期 据 ChainCatcher 报道，美联储官员巴尔金表示，从长期债券市场反映的通胀预期来看，目前并没有失控的迹象。,https://www.binance.com/zh-CN/square/post/325615730271394
7bc9278f077e8472,2026-05-22 02:09:37,,AI趋势 | 五角大楼测试多种AI模型 据金十数据引述外媒报道，美国国防部正在测试多种人工智能模型，以了解该部门25位“超级用户”最喜欢哪些模型。美国军方正加速寻找Anthropic旗下Claude的替代方案。测试于3月初开始，国防部长赫格塞思宣布将Anthropic列为供应链风险后仅三天。与Anthropic分道扬镳后，五角大楼给自己六个月的时间逐步停止使用该公司的产品。本月初，五角大楼宣布与多家其他公司达成新的协议，将在机密网络上使用它们的AI工具，以寻求开发多个新的供应商模式。,https://www.binance.com/zh-CN/square/post/325614706522066
ab057bdcae59c037,2026-05-22 02:05:54,,美联储巴尔金：不偏重通胀或就业 据金十数据报道，美联储官员巴尔金表示，他并不倾向于过度关注通胀或就业风险。他强调，政策制定需要在多种经济因素之间取得平衡，而不是单一关注某一方面。,https://www.binance.com/zh-CN/square/post/325613792978913
2812ad0b7b352a00,2026-05-22 01:57:19,,Mark Cuban 大量抛售比特币 Mark Cuban 表示，他出售了大部分比特币，因为他认为比特币未能作为对抗法币贬值和地缘政治不稳定的对冲工具。据 NS3 报道，Cuban 指出，在伊朗战争动荡期间，黄金上涨，而比特币下跌；同时，当美元走弱时，比特币也出现下跌。,https://www.binance.com/zh-CN/square/post/325611681765346
ca7fd578592d0993,2026-05-22 01:43:37,,伊朗外交部回应核问题猜测 当地时间 5 月 21 日，伊朗外交部发言人巴加埃表示，现阶段谈判重点是结束包括黎巴嫩在内的所有战线的战争。据Odaily星球日报报道，媒体关于核问题的说法缺乏可信度，有关谈判细节的信息将由授权官员和谈判团队发言人提供。,https://www.binance.com/zh-CN/square/post/325608313026273
2f17e5626df163c0,2026-05-22 01:40:32,,SanDisk股价2026年飙升509% SanDisk股票成为2026年表现最佳的资产，截至5月20日上涨509%。据BeInCrypto报道，这一增长主要受益于AI热潮，SanDisk生产用于大型AI模型的数据中心内存芯片。4月30日，公司报告收入59.5亿美元，同比增长251%，并披露来自云客户的420亿美元订单积压。5月8日，股价创下1562美元的历史新高，目前约为1383美元。相比之下，比特币和黄金今年表现不佳，分别下跌22.9%和仅上涨6.5%。,https://www.binance.com/zh-CN/square/post/325607557388546
f23038fb2d5724ed,2026-05-22 01:32:08,,"BTC 突破 78,000 USDT，24 小时涨幅0.62% 据币安行情数据显示，BTC 突破 78,000 USDT，现报价 78,023.671875 USDT，24 小时涨幅0.62%。",https://www.binance.com/zh-CN/square/post/325605492635761
bdd844ea4e40c365,2026-05-22 01:29:17,,Everclear协议关闭CLEAR暴跌 Everclear宣布关闭其协议及相关实体，CLEAR代币周四暴跌超过48%，至0.0002332美元。据NS3报道，团队表示用户和合作伙伴已提取剩余的总锁仓价值（TVL），因此预计没有资金被困。Everclear称剩余资金将优先用于偿还未偿债务，任何代币回购尚不确定，若执行可能总额为5万至20万美元。,https://www.binance.com/zh-CN/square/post/325604791504577
6e93dd54e3cd339f,2026-05-22 01:23:36,,美伊协议最终草案达成 据Odaily星球日报报道，伊朗伊斯兰共和国通讯社（IRNA）援引阿拉伯卫星电视台消息称，在巴基斯坦斡旋下，美伊协议的最终草案已经达成，预计将在未来数小时内公布。,https://www.binance.com/zh-CN/square/post/325603395801585
49f72d3ac70236cd,2026-05-22 01:14:00,,美联储官员巴尔金谈通胀目标进展 据 ChainCatcher 报道，美联储官员巴尔金表示，在关税和油价上涨之前，美联储在实现通胀目标方面“基本到位”。,https://www.binance.com/zh-CN/square/post/325601034739761
7fa3526dd6f16275,2026-05-22 01:11:45,,"比特币跌至 7.6 万美元 Bitcoin 价格下跌近 7%，从 82,800 美元降至 76,000 美元，持有者的累计实现损失达到 6.16 亿美元。据 NS3 报道，Glassnode 数据显示，持有者群体从积累转向分配，鲸鱼吸收量降至创纪录的-151%。",https://www.binance.com/zh-CN/square/post/325600485191889
0cd2639cf54cdd9d,2026-05-22 01:10:22,,ChangeNOW扩展钱包功能 ChangeNOW在2026年迈阿密海滩的Consensus大会上宣布，其钱包功能将扩展至体育博彩等领域。据BeInCrypto报道，ChangeNOW的基础设施包括NOWPayments和NOWNodes，支持多种加密货币的整合。此外，ChangeNOW正在全球范围内扩展业务，特别是在APAC地区，面对不同的监管框架。公司计划到2026年第四季度将NOW Wallet转型为超级应用，提供从实体支付到AI引擎和新的收益产品等多种功能。,https://www.binance.com/zh-CN/square/post/325600142150049
a95dfc0b908a340e,2026-05-22 01:10:13,,观点：原油价格达到107美元以及收益率上升对风险资产不利 Michaël van de Poppe表示，如果比特币失去7.4万美元以上的支撑，可能会跌破6.5万美元。据NS3报道，他还指出，布伦特原油价格达到107美元以及收益率上升对包括比特币在内的风险资产不利。,https://www.binance.com/zh-CN/square/post/325600098365361
a86cdc8686ef63ef,2026-05-22 01:10:02,,Nvidia 投资 18.6 亿美元于 Coherent Nvidia 在 2026 年第一季度开设了价值约 18.6 亿美元的 Coherent 持仓。据 NS3 报道，Coherent 股价在过去 12 个月内上涨了 373%。,https://www.binance.com/zh-CN/square/post/325600062035970
d990eea3404d3fb5,2026-05-22 01:09:54,,SEC拟推创新豁免允许代币化股票交易 美国证券交易委员会（SEC）据称正在准备一项创新豁免，可能最早于本周允许在去中心化加密平台上进行代币化股票交易。据 NS3 报道，该豁免预计还将允许无需发行方支持的代币化上市公司股票交易。官员们仍在制定框架，细节可能在发布前有所变动。,https://www.binance.com/zh-CN/square/post/325600028191393
f550ad433e21209d,2026-05-22 01:04:12,,前以太坊研究员提议设立10亿美元基金 前以太坊基金会研究员Dankrad Feist提议设立一个10亿美元的基金和一个与以太坊经济利益一致的新机构。据NS3报道，Feist表示基金会控制的ETH不到总量的0.1%，而以太坊基金会尚未详细说明最近的人员变动或回应对其领导层的批评。,https://www.binance.com/zh-CN/square/post/325598627372098
48f657cdb83c444e,2026-05-22 00:53:34,,Team Falcons 胜率暴跌 40% 据 ChainCatcher 报道，预测市场 Polymarket 上“Dota 2：Team Falcons 对阵 PARIVISION（BO3）- DreamLeague 季后赛”事件中，子市场“比赛胜者”的“Team Falcons”选项胜率由 1 小时前的 77.5% 暴跌至当前的 37.5%。,https://www.binance.com/zh-CN/square/post/325596013944626
e698ff1ddc86863b,2026-05-22 00:43:41,,Everclear宣布关闭基金会及产品开发 跨链结算协议 Everclear 宣布关闭基金会、Labs 及产品开发。据Odaily星球日报报道，核心原因是其 solver-based 跨链资金再平衡模式虽达到每月 5 亿美元交易量，但用户价格敏感导致难以转化为实质收入。DAO 将继续运作并探索协议开源，若有剩余资金将考虑 CLEAR 代币回购。目前官方尚未披露具体的关闭时间表、资产处理方案以及用户资金后续安排。,https://www.binance.com/zh-CN/square/post/325593587016434
a02dbd817a5c6dfe,2026-05-22 00:35:17,,美国房贷利率升至去年 8 月以来最高 据Odaily星球日报报道，本周美国抵押贷款利率升至去年 8 月以来最高水平，30 年期固定抵押贷款平均利率达到 6.51%。此外，房屋保险和房产税成本上涨也影响购房者。今年抵押贷款利率的上升逆转了 2025 年下半年以来的下降趋势。尽管如此，目前的房贷利率仍低于一年前水平，一些买家趁市场冷清时入场。根据美国抵押贷款银行家协会的数据，上周购房抵押贷款申请量同比增长 8%。,https://www.binance.com/zh-CN/square/post/325591521810674
f7bd254a89b9ed7c,2026-05-22 00:34:50,,Hark 完成 7 亿美元融资 AI 硬件初创公司 Hark 完成 7 亿美元 A 轮融资，投后估值达 60 亿美元，由 Parkway Venture Capital 领投。据 NS3 报道，Hark 表示将利用这笔资金扩展 GPU 基础设施并加速大模型研发。,https://www.binance.com/zh-CN/square/post/325591412274513
df428a095b210e4f,2026-05-22 00:34:35,,特朗普称伊朗不得拥有浓缩铀 美国总统唐纳德·特朗普表示，伊朗将不被允许拥有浓缩铀。据 NS3 报道，特朗普补充说，如果伊朗获得这种材料，美国可能会摧毁它。,https://www.binance.com/zh-CN/square/post/325591347841778
97106f36bf7d275c,2026-05-22 00:34:21,,特朗普称或需退还1490亿美元关税 美国总统Donald Trump表示，政府可能需要退还从关税中收取的1490亿美元。据NS3报道，Trump还表示，他预计最高法院将对他作出不利裁决。,https://www.binance.com/zh-CN/square/post/325591290813954
f5a57aee891d8022,2026-05-22 00:34:14,,比特币矿工指标显示市场底部未确认 Bitcoin矿工指标显示市场底部尚未确认，尽管卖压有所缓解。据NS3报道，CryptoQuant分析师指出，矿工持仓指数仍处于负值区域，表明卖出强度低于历史平均水平。,https://www.binance.com/zh-CN/square/post/325591261556738
292887b2bc75d8ed,2026-05-22 00:33:46,,特朗普称美伊将达成协议 美国总统Donald Trump表示，美国与伊朗正在进行谈判，并称最终将达成协议。据 NS3 报道，特朗普的这一表态引发了外界对美伊关系未来发展的关注。,https://www.binance.com/zh-CN/square/post/325591148933457
314351e89f7fb187,2026-05-22 00:33:38,,特朗普称或对伊朗采取强力行动 美国总统唐纳德·特朗普表示，可能需要对伊朗采取非常强有力的行动。据 NS3 报道，特朗普的言论引发了外界对美伊关系的关注。,https://www.binance.com/zh-CN/square/post/325591114784625
7c523474dbc65646,2026-05-22 00:33:28,,特朗普不愿对霍尔木兹海峡征收通行费 美国总统唐纳德·特朗普表示，他不希望对通过霍尔木兹海峡的通行征收费用。据 NS3 报道，特朗普的这一声明可能影响该地区的航运和贸易政策。,https://www.binance.com/zh-CN/square/post/325591076578546
9b27a32de7b03962,2026-05-22 00:24:04,,美联储巴尔金：通胀冲击或挑战传统方法 据金十数据报道，美联储巴尔金表示，通胀冲击的持续性可能会挑战教科书式的“忽视”方法。他指出，当前的经济环境与传统经济理论中的情境有所不同，可能需要重新评估应对通胀的策略。,https://www.binance.com/zh-CN/square/post/325588765902850
974c25bed63b2c09,2026-05-22 00:23:56,,美联储巴尔金：加息取决于经济反应 据金十数据报道，美联储官员巴尔金表示，美联储是否需要加息将取决于企业和消费者对不断变化的经济形势的反应。,https://www.binance.com/zh-CN/square/post/325588730923330
479c86290c02cc04,2026-05-22 00:23:36,,特朗普称美国完全控制霍尔木兹海峡 特朗普表示正在与伊朗谈判，总会以某种方式达成协议。据Odaily星球日报报道，针对伊朗-阿曼将收取霍尔木兹海峡通行费，特朗普称正在关注此事，不希望收取过路费。目前美国对霍尔木兹海峡拥有完全控制权，封锁完全有效，现已推出两个月前尚未出现的新型反无人机技术。,https://www.binance.com/zh-CN/square/post/325588648038769
272e349485cad45f,2026-05-22 00:21:21,,美联储巴尔金：政策良好应对冲击 据金十数据报道，美联储巴尔金表示，当前政策处于良好状态，能够应对持续的冲击。截至目前，长期通胀预期似乎仍然保持在可控范围内。,https://www.binance.com/zh-CN/square/post/325588097585202
558474f4491e99cf,2026-05-22 00:08:42,,美光股价上涨4.7% 美光股价周三上涨4.7%，分析师纷纷上调目标价。据 NS3 报道，其中一份2027年模型预测股价将达到每股1480美元。瑞穗银行（Mizuho）将其目标价从740美元上调至800美元。覆盖美光的42位分析师中没有给予卖出或强烈卖出评级。,https://www.binance.com/zh-CN/square/post/325584989076050
8ac45b2d7f1756ed,2026-05-22 00:06:50,,地缘政治 | 美国对古巴制裁加剧，99年矿业公司面临困境 一家拥有99年历史的矿业公司在特朗普政府收紧对古巴的制裁后濒临破产，突显出在不断变化的世界秩序中公司和投资者面临的风险。Bloomberg 在 X（原 Twitter）发文表示，这些制裁措施对该公司的运营造成了严重影响，使其难以维持正常业务。,https://www.binance.com/zh-CN/square/post/325584530947858
